year,annotation,consumption,consumption residential,consumption non-residential
2003,,196399.0,58744.0,137655.0
2004,,188915.0,54964.0,133951.0
2005,,187326.0,55181.0,132145.0
2006,,193818.0,52180.0,141638.0
2007,,183136.0,46964.0,136172.0
2008,,201868.0,56005.0,145863.0
2009,,217941.0,69527.0,148414.0
2010,,330122.0,146220.0,183902.0
2011,,268706.0,85787.0,182919.0
2012,,292412.0,96371.0,196041.0
2013,,279257.0,95018.0,184239.0
2014,start of forecast,275769.0,88036.0,187733.0
2015,,276062.0,88329.0,187733.0
2016,,276734.0,89001.0,187733.0
2017,,277309.0,89576.0,187733.0
2018,,277968.0,90235.0,187733.0
2019,,278749.0,91016.0,187733.0
2020,,279467.0,91734.0,187733.0
2021,,280020.0,92287.0,187733.0
2022,,280310.0,92577.0,187733.0
2023,,280305.0,92572.0,187733.0
2024,,280452.0,92719.0,187733.0
2025,,280753.0,93020.0,187733.0
2026,,281296.0,93563.0,187733.0
2027,,281699.0,93966.0,187733.0
2028,,281999.0,94266.0,187733.0
2029,,283502.0,95769.0,187733.0
2030,,284702.0,96969.0,187733.0
2031,,285576.0,97843.0,187733.0
2032,,285581.0,97848.0,187733.0
2033,,285357.0,97624.0,187733.0
2034,,285199.0,97466.0,187733.0
2035,,285322.0,97589.0,187733.0
2036,,285862.0,98129.0,187733.0
2037,,286755.0,99022.0,187733.0
2038,,287564.0,99831.0,187733.0
2039,,288006.0,100273.0,187733.0
2040,,288203.0,100470.0,187733.0
