year,Base case cost,Modeled non-residential ashp
2017,35610.2255944,57510.8093493
2018,38187.7666543,58166.3211877
2019,41722.6801077,59366.8463653
2020,43416.4928042,59571.1664651
2021,44521.1532584,59468.17662
2022,45331.2375915,59219.666159
2023,45920.3898337,58865.7917819
2024,46435.8980457,58487.2665838
2025,47025.0502879,58164.8127133
2026,47687.8465604,57898.0663485
2027,48276.9988027,57605.5774573
2028,48718.8629844,57246.4516853
2029,49381.6592569,57023.0869605
2030,49749.8794083,56651.3209032
2031,50486.3197111,56495.7564889
