year,Base case cost,Modeled non-residential ashp
2017,20398.4894335,78727.7802035
2018,21929.3172812,80054.9714738
2019,23953.9605638,82037.9183787
2020,24941.5914333,82691.2142406
2021,25632.9330419,82975.0119525
2022,26126.7484767,83017.0343377
2023,26472.419281,82880.9785927
2024,26768.7085419,82694.5834341
2025,27114.3793462,82585.5953779
2026,27509.4316941,82553.7010039
2027,27855.1024984,82470.5267496
2028,28151.3917592,82335.7736751
2029,28546.4441071,82341.2510961
2030,28793.3518244,82166.5052726
2031,29237.7857157,82259.4939124
