year,Base case cost,Modeled non-residential ashp
2017,61588.8415927,221876.480287
2018,68646.8770955,223559.595452
2019,78592.2907586,226555.188329
2020,83244.1777945,227239.571884
2021,86612.7856482,227387.901031
2022,89018.934115,227141.494405
2023,90783.4429908,226641.68839
2024,92227.1320709,226029.836473
2025,93831.2310488,225518.346392
2026,95916.5597201,225248.605193
2027,97681.0685958,224864.755869
2028,99124.7576759,224366.142914
2029,101210.086347,224178.349285
2030,102332.955632,223590.378233
2031,104418.284303,223454.065243
