year,annotation,consumption,consumption residential,consumption non-residential
2003,,2446497.0,1183014.0,1263483.0
2004,,2595826.0,1236781.0,1359045.0
2005,,2728562.0,1277588.0,1450974.0
2006,,2922237.0,1354276.0,1567961.0
2007,,2903718.0,1358730.0,1544988.0
2008,,2889748.0,1358265.0,1531483.0
2009,,2992779.0,1398256.0,1594523.0
2010,,3002280.0,1419425.0,1582855.0
2011,,2956398.0,1443031.0,1513367.0
2012,,3119416.0,1466661.0,1652755.0
2013,,3058162.0,1434261.0,1623901.0
2014,start of forecast,3092952.0,1496278.0,1596674.0
2015,,3110513.0,1513838.0,1596674.0
2016,,3132677.0,1536003.0,1596674.0
2017,,3159207.0,1562532.0,1596674.0
2018,,3190105.0,1593430.0,1596674.0
2019,,3216032.0,1619357.0,1596674.0
2020,,3244844.0,1648170.0,1596674.0
2021,,3271622.0,1674948.0,1596674.0
2022,,3297880.0,1701205.0,1596674.0
2023,,3320047.0,1723372.0,1596674.0
2024,,3341673.0,1744999.0,1596674.0
2025,,3366922.0,1770247.0,1596674.0
2026,,3395960.0,1799286.0,1596674.0
2027,,3434342.0,1837668.0,1596674.0
2028,,3463302.0,1866628.0,1596674.0
2029,,3496989.0,1900314.0,1596674.0
2030,,3531273.0,1934599.0,1596674.0
2031,,3559268.0,1962594.0,1596674.0
2032,,3588713.0,1992039.0,1596674.0
2033,,3618340.0,2021666.0,1596674.0
2034,,3645262.0,2048588.0,1596674.0
2035,,3671967.0,2075292.0,1596674.0
2036,,3697042.0,2100368.0,1596674.0
2037,,3727163.0,2130489.0,1596674.0
2038,,3753599.0,2156924.0,1596674.0
2039,,3788627.0,2191952.0,1596674.0
2040,,3817301.0,2220627.0,1596674.0
