year,Base case cost,Modeled non-residential ashp
2017,113535.407073,119126.322869
2018,119756.312492,124797.584616
2019,133811.502492,138142.862956
2020,135831.447911,139748.534919
2021,140221.887911,143841.150946
2022,138371.070769,141727.479101
2023,140482.230769,143643.266455
2024,136919.806188,139887.758263
2025,138946.966188,141724.07004
2026,135776.069046,138331.938626
2027,138043.019046,140396.070706
2028,133934.534465,136103.134592
2029,129949.507323,131919.404467
2030,131428.707323,133234.455949
2031,127463.842742,129058.528175
