year,Base case cost,Modeled residential ashp
2017,122922.891887,195272.082824
2018,131718.321497,205393.407541
2019,143291.255194,218710.940064
2020,148614.804695,224837.005024
2021,152318.143478,229098.615432
2022,155095.647565,232294.823237
2023,156947.316957,234425.628441
2024,158567.527675,236290.082994
2025,160419.197066,238420.888198
2026,162733.783806,241084.394702
2027,164585.453197,243215.199906
2028,166205.663915,245079.654459
2029,168288.79198,247476.810313
2030,169677.544024,249074.914216
2031,171760.672089,251472.07007
