year,Base case cost,Modeled non-residential ashp
2017,144422.982803,180000.717585
2018,152684.879637,187742.478961
2019,164251.535205,198580.944888
2020,169869.625052,203845.342623
2021,173504.859659,207251.717629
2022,176479.14252,210038.751724
2023,178461.99776,211896.774455
2024,180114.377127,213445.12673
2025,182097.232367,215303.14946
2026,184410.563481,217470.842645
2027,186393.418721,219328.865376
2028,188045.798088,220877.217651
2029,190028.653328,222735.240381
2030,191350.556821,223973.922201
2031,193994.363808,226451.285842
