year,Base case cost,Modeled residential ashp
2017,212891.556777,308021.685348
2018,230278.81801,323594.576613
2019,245583.543665,336459.287483
2020,256612.417491,346299.436158
2021,255469.348119,344343.028524
2022,261083.081667,349331.117256
2023,255998.961506,343809.045723
2024,249601.157748,337098.419557
2025,253263.45959,340322.770028
2026,248557.432281,335053.662383
2027,252086.078302,338144.357033
2028,244962.714375,330708.170698
2029,248842.703176,334087.643645
2030,251267.696177,336199.814238
2031,245568.797056,329937.834782
