year,Base case cost,Modeled non-residential ashp
2017,174937.547435,263692.435146
2018,189225.032024,277633.317366
2019,208439.235438,296381.400352
2020,217800.001203,305515.081806
2021,224204.735674,311764.442801
2022,229131.454498,316571.643567
2023,232580.157675,319936.684103
2024,235043.517087,322340.284486
2025,238492.220263,325705.325022
2026,242926.267205,330031.805711
2027,246374.970382,333396.846247
2028,248838.329794,335800.446629
2029,252779.704853,339646.207242
2030,255243.064265,342049.807625
2031,259677.111206,346376.288314
