year,Base case cost,Modeled non-residential ashp
2017,40677.2484755,74932.2811037
2018,43787.8413635,78619.6336846
2019,48280.9199794,83945.8096347
2020,50469.8557154,86540.6133027
2021,51967.5485873,88316.005286
2022,53119.6200273,89681.6914271
2023,53926.0700353,90637.6717258
2024,54502.1057553,91320.5147964
2025,55308.5557633,92276.4950951
2026,56230.2129152,93369.0440079
2027,57036.6629232,94325.0243067
2028,57727.9057872,95144.4359913
2029,58649.5629392,96236.9849041
2030,59110.3915152,96783.2593606
2031,60147.2558112,98012.3768875
