year,annotation,consumption kWh,residential kWh,non-residential kWh
2003,,595825.0,264493.0,331332.0
2004,,629669.0,274965.0,354704.0
2005,,818452.0,314552.0,503900.0
2006,,882469.0,347539.0,534930.0
2007,,937800.0,409926.0,527874.0
2008,,991665.0,445333.0,546332.0
2009,,1078107.0,518289.0,559818.0
2010,,1161834.0,573035.0,588799.0
2011,,1234117.0,592789.0,641328.0
2012,,1225417.0,641447.0,583970.0
2013,,1204353.0,664485.0,539868.0
2014,start of forecast,1059555.0,471166.0,588389.0
2015,,1041098.0,452709.0,588389.0
2016,,1023529.0,435141.0,588389.0
2017,,1005517.0,417128.0,588389.0
2018,,983488.0,395099.0,588389.0
2019,,960231.0,371842.0,588389.0
2020,,936321.0,347932.0,588389.0
2021,,913031.0,324642.0,588389.0
2022,,889805.0,301416.0,588389.0
2023,,862702.0,274313.0,588389.0
2024,,837029.0,248640.0,588389.0
2025,,811695.0,223306.0,588389.0
2026,,785809.0,197420.0,588389.0
2027,,761322.0,172933.0,588389.0
2028,,737201.0,148812.0,588389.0
2029,,708227.0,119839.0,588389.0
2030,,681399.0,93011.0,588389.0
2031,,655492.0,67103.0,588389.0
2032,,633311.0,44922.0,588389.0
2033,,612640.0,24251.0,588389.0
2034,,592923.0,4535.0,588389.0
2035,,572794.0,-15595.0,588389.0
2036,,550900.0,-37489.0,588389.0
2037,,530830.0,-57559.0,588389.0
2038,,511644.0,-76745.0,588389.0
2039,,493801.0,-94587.0,588389.0
2040,,477304.0,-111085.0,588389.0
