year,Base case cost,Modeled residential ashp
2017,50063.6552187,262168.333315
2018,53893.0420562,257827.910422
2019,59810.577434,254388.512872
2020,62629.197388,250458.742297
2021,65573.6314437,247415.771976
2022,67473.5113243,243761.085271
2023,69050.6706836,240214.002051
2024,70528.4934508,236778.401308
2025,72140.7680796,233468.624822
2026,74691.2638527,231086.100673
2027,77159.3303857,228824.941213
2028,79537.1642855,226675.110014
2029,81377.5314946,223861.618851
2030,83554.0910793,221907.145104
2031,86417.2161927,220183.260432
