year,Base case cost,Modeled transmission and interties
2021,558735.703158,870336.265624
2022,574386.56319,880893.978211
2023,585342.165213,887127.473213
2024,595350.264495,891948.447341
2025,606317.243051,897748.296558
2026,618850.93283,905864.518986
2027,630471.249469,913298.770994
2028,639881.268117,917986.229064
2029,653104.050799,926474.8893
2030,659383.897441,929126.123379
2031,674210.771385,939364.780344
2032,686783.466422,948917.54636
2033,700927.74834,958655.275892
2034,715811.504952,969976.181075
2035,725250.777545,975451.106693
2036,740173.539416,987011.677618
2037,749622.563323,992690.90761
2038,764584.330453,1004481.92653
2039,775619.568212,1012561.85138
2040,792200.053575,1026075.15618
