year,Base case cost,Modeled non-residential ashp
2017,92146.3731633,136013.684089
2018,100777.422359,144401.821468
2019,112605.156443,155896.676395
2020,111450.569805,154571.151812
2021,115052.953842,158065.575041
2022,110398.316598,153320.970458
2023,112082.689702,154951.363159
2024,105876.801037,148691.49409
2025,107444.355228,150205.067877
2026,101371.588247,144060.327024
2027,103064.112737,145689.874376
2028,96098.9011317,138670.682368
2029,89102.9012736,131611.705372
2030,90117.1491479,132580.969576
2031,82934.602485,125326.449042
