year,Base case cost,Modeled non-residential ashp
2017,3872542.58651,3847128.40297
2018,4336437.64022,4171854.94057
2019,4974293.33907,4618353.92976
2020,5278724.46806,4831455.72006
2021,5481678.55406,4973523.58026
2022,5655639.1992,5095296.03185
2023,5757116.2422,5166329.96195
2024,5858593.2852,5237363.89205
2025,5960070.3282,5308397.82215
2026,6090540.81205,5399727.16085
2027,6206514.57548,5480908.79525
2028,6307991.61848,5551942.72535
2029,6438462.10233,5643272.06405
2030,6510945.70447,5694010.58554
2031,6655912.90876,5795487.62854
