year,Base case cost,Modeled non-residential ashp
2017,3752172.07834,4200115.0279
2018,4059698.34956,4454257.48995
2019,4487081.57658,4808485.12662
2020,4670909.27708,4954746.4429
2021,4761807.9525,5021918.98091
2022,4824408.76616,5064748.0134
2023,4835430.0541,5063906.23263
2024,4837511.78017,5054124.88999
2025,4837503.42382,5042253.46494
2026,4865884.47555,5054817.09174
2027,4872883.93517,5047976.30453
2028,4873716.07135,5036945.37201
2029,4845532.05611,4994921.10995
2030,4807835.00526,4947338.16851
2031,4807764.59969,4931450.33801
