year,Base case cost,Modeled residential ashp
2017,3752172.07834,4226015.96612
2018,4059698.34956,4330898.61036
2019,4487081.57658,4480585.01523
2020,4670909.27708,4521811.6449
2021,4761807.9525,4522646.48611
2022,4824408.76616,4510194.1046
2023,4835430.0541,4476183.47543
2024,4837511.78017,4433233.28439
2025,4837503.42382,4388193.01094
2026,4865884.47555,4356531.50653
2027,4872883.93517,4310993.72953
2028,4873716.07135,4266793.9486
2029,4845532.05611,4186072.69674
2030,4807835.00526,4110849.0483
2031,4807764.59969,4050736.0866
