year,Base case cost,Modeled residential ashp
2017,363460.031847,602145.78401
2018,392635.184171,622362.839355
2019,430042.375099,649517.475794
2020,456556.690069,668980.039422
2021,475445.246694,681625.61354
2022,492356.126956,692818.679689
2023,507157.169154,702424.650561
2024,525216.582845,715668.808642
2025,539612.933234,725205.731008
2026,555890.645478,736437.025473
2027,571536.054095,747268.495359
2028,585623.162791,756912.54825
2029,607481.147384,773993.464598
2030,621024.060254,783407.150253
2031,638417.804634,796193.03567
