year,annotation,consumption,consumption residential,consumption non-residential
2003,,1592652.0,865774.0,726878.0
2004,,1603873.0,862841.0,741032.0
2005,,1592045.0,849723.0,742322.0
2006,,1560593.0,826117.0,734476.0
2007,,1510097.0,838049.0,672048.0
2008,,1473827.0,829915.0,643912.0
2009,,1445008.0,799339.0,645669.0
2010,,1520023.0,796802.0,723221.0
2011,,1443308.0,773409.0,669899.0
2012,,1397038.0,802420.0,594618.0
2013,,1569375.0,828306.0,741069.0
2014,,1582065.0,818056.0,764009.0
2015,,1763053.0,802883.0,960170.0
2016,start of forecast,1654315.0,832566.0,821749.0
2017,,1658095.0,836346.0,821749.0
2018,,1662092.0,840342.0,821749.0
2019,,1666243.0,844494.0,821749.0
2020,,1671772.0,850022.0,821749.0
2021,,1675891.0,854141.0,821749.0
2022,,1681101.0,859352.0,821749.0
2023,,1685213.0,863464.0,821749.0
2024,,1690891.0,869141.0,821749.0
2025,,1694813.0,873063.0,821749.0
2026,,1699230.0,877481.0,821749.0
2027,,1703752.0,882002.0,821749.0
2028,,1708360.0,886610.0,821749.0
2029,,1713311.0,891562.0,821749.0
2030,,1717956.0,896207.0,821749.0
2031,,1722276.0,900526.0,821749.0
2032,,1726976.0,905226.0,821749.0
2033,,1731557.0,909808.0,821749.0
2034,,1736262.0,914512.0,821749.0
2035,,1740988.0,919239.0,821749.0
2036,,1745463.0,923714.0,821749.0
2037,,1750195.0,928445.0,821749.0
2038,,1755850.0,934101.0,821749.0
2039,,1760714.0,938965.0,821749.0
2040,,1765616.0,943866.0,821749.0
