year,Base case cost,Modeled residential ashp
2017,68444.0327968,111763.824131
2018,73393.1509784,115879.765947
2019,75984.9782875,117378.049276
2020,78927.0233136,119799.359074
2021,76686.0584447,117219.916306
2022,78221.0485984,118468.502085
2023,74908.5279249,114973.724081
2024,75568.4622628,115503.474612
2025,72112.3454437,111865.100463
2026,73232.208025,112750.632191
2027,69602.264293,108938.431129
2028,70186.6217121,109392.604741
2029,66522.3956265,105520.084564
2030,67068.9645863,105936.469717
2031,67943.474922,106602.685961
