year,Base case cost,Modeled non-residential ashp
2017,256874.316605,327548.424072
2018,275448.636362,345129.868365
2019,299827.431045,368205.514
2020,311436.380893,379193.916683
2021,318982.198295,386336.378427
2022,325367.120712,392379.999903
2023,329430.253159,396225.940842
2024,332332.490621,398973.041513
2025,336395.623068,402818.982452
2026,341619.6505,407763.763659
2027,345682.782947,411609.704598
2028,348585.020409,414356.805269
2029,353228.600349,418752.166342
2030,356130.837811,421499.267013
2031,360774.41775,425894.628086
