year,Base case cost,Modeled residential ashp
2017,1119360.75265,1482689.64378
2018,1174534.93415,1527752.94881
2019,1261209.76005,1603507.05266
2020,1289680.12624,1623327.5285
2021,1316111.20154,1641871.00278
2022,1335940.36154,1654270.15293
2023,1350820.40624,1662098.87276
2024,1362387.48624,1666914.49274
2025,1375607.00624,1673453.21229
2026,1392122.98154,1683280.39267
2027,1406969.30744,1691652.29374
2028,1405839.33364,1684334.23894
2029,1420577.82364,1692866.86861
2030,1430394.74893,1696833.21755
2031,1446770.74893,1707184.24568
