year,Base case cost,Modeled non-residential ashp
2017,1119360.75265,1211962.34238
2018,1174534.93415,1264998.6493
2019,1261209.76005,1349423.24843
2020,1289680.12624,1376008.82164
2021,1316111.20154,1400686.11799
2022,1335940.36154,1418844.92822
2023,1350820.40624,1432125.51572
2024,1362387.48624,1442151.51463
2025,1375607.00624,1453852.4812
2026,1392122.98154,1468859.95324
2027,1406969.30744,1482242.07073
2028,1405839.33364,1479703.09476
2029,1420577.82364,1493040.33879
2030,1430394.74893,1501521.42452
2031,1446770.74893,1516544.54834
