year,Base case cost,Modeled residential ashp
2017,3698.76164329,32539.0974983
2018,4453.96266371,30389.7120485
2019,5099.24330872,27129.9394287
2020,5401.06812655,25389.4904841
2021,5619.63092567,24024.6571324
2022,5775.74721076,22943.7339396
2023,5890.23248649,22055.0208127
2024,5983.90225754,21266.8228057
2025,6087.97978093,20441.7111124
2026,6223.28056133,19488.0008865
2027,6337.76583706,18634.1851506
2028,6431.43560811,17880.0666294
2029,6566.73638852,16951.0186837
2030,6639.59065489,16304.2432216
2031,6774.8914353,15390.6884744
