year,Base case cost,Modeled non-residential ashp
2017,571747.94709,719266.943642
2018,604681.582566,745749.378146
2019,650788.672231,784031.667782
2020,671866.198935,800086.391498
2021,686356.998544,810338.295351
2022,698213.107315,818305.80227
2023,704799.83441,821640.843416
2024,711386.561505,825035.21626
2025,719290.634019,829660.835566
2026,728512.051952,835516.343333
2027,736416.124466,840253.802703
2028,743002.851561,843871.918581
2029,750906.924075,848716.036932
2030,756176.305751,851265.006624
2031,765397.723684,857384.148276
