year,Base case cost,Modeled residential ashp
2017,589865.058962,1040285.58139
2018,629589.160248,1059693.12511
2019,689965.640484,1095492.87305
2020,718697.429901,1108357.87544
2021,753767.682516,1130002.52934
2022,773424.054247,1137327.45167
2023,794117.124577,1147673.38754
2024,808299.582366,1151698.78999
2025,830952.703193,1163933.06112
2026,862376.968079,1184672.33136
2027,885731.211288,1197966.02341
2028,907776.446215,1210571.00162
2029,924569.996712,1217645.70103
2030,945431.42378,1229847.98137
2031,971509.440082,1246085.59873
