year,Base case cost,Modeled non-residential ashp
2017,251297.306672,355420.665861
2018,267433.320337,370964.616915
2019,288179.623622,391307.203927
2020,297861.231821,400224.581047
2021,304776.666249,406304.88649
2022,309386.955868,410024.667694
2023,313075.187563,412814.792815
2024,315841.361334,414674.684108
2025,319068.564067,417035.237127
2026,323217.824724,420373.054142
2027,326445.027457,422778.984085
2028,329211.201228,424729.654748
2029,332899.432923,427656.012744
2030,335204.577733,429171.790706
2031,338892.809428,432139.418773
