year,Base case cost,Modeled residential ashp
2017,178980.841868,352837.612147
2018,190473.353859,362311.374912
2019,217563.693241,387602.648047
2020,224872.906883,392789.440176
2021,230093.77377,395849.889864
2022,233574.351695,397146.635334
2023,236358.814035,397770.322233
2024,238447.160789,397719.663436
2025,240883.565337,398085.365629
2026,244016.085469,399230.189193
2027,260401.868035,413646.361915
2028,262608.416632,413916.146845
2029,265550.481428,415000.941205
2030,267389.271926,414981.18768
2031,270331.336722,416157.92514
