year,Base case cost,Modeled non-residential ashp
2017,445874.021746,573943.574203
2018,497321.024255,623699.336206
2019,571061.727851,695015.928411
2020,603644.829441,726527.911013
2021,627653.430611,749747.266615
2022,644802.431448,766332.520616
2023,656806.732033,777942.198417
2024,667096.132535,787893.350817
2025,679100.433121,799503.028618
2026,694534.533873,814429.757219
2027,706538.834459,826039.43502
2028,716828.234961,835990.587421
2029,730547.43563,849258.790622
2030,739121.936048,857551.417622
2031,754556.036801,872478.146223
