year,Base case cost,Modeled residential ashp
2017,288820.942417,373170.110009
2018,308643.602417,387164.044833
2019,334285.43636,405376.751469
2020,346780.57636,413466.308133
2021,356598.18636,419422.94163
2022,362845.75636,422518.176223
2023,368200.81636,424932.867165
2024,368226.055755,422393.791372
2025,372646.055755,424128.907344
2026,374307.369697,422983.722745
2027,379560.249697,425472.652501
2028,379338.659093,422859.030729
2029,384540.479093,425379.028802
2030,388008.359093,426535.08107
2031,389350.508488,425273.73221
