year,Base case cost,Modeled non-residential ashp
2017,288820.942417,315783.969918
2018,308643.602417,333747.58424
2019,334285.43636,357010.433482
2020,346780.57636,368106.737749
2021,356598.18636,376701.477438
2022,362845.75636,381955.374172
2023,368200.81636,386384.846269
2024,368226.055755,385605.831253
2025,372646.055755,389181.814777
2026,374307.369697,389959.026133
2027,379560.249697,394340.988896
2028,379338.659093,393368.533209
2029,384540.479093,397724.886829
2030,388008.359093,400466.756098
2031,389350.508488,400987.710941
