year,annotation,consumption,consumption residential,consumption non-residential
2003,,40647424.0,10487544.0,30159880.0
2004,,41085276.0,10605224.0,30480052.0
2005,,40762126.0,10606265.0,30155861.0
2006,,39646287.0,10207676.0,29438611.0
2007,,40017709.0,10394450.0,29623259.0
2008,,40114157.0,10489137.0,29625020.0
2009,,39279525.0,10324324.0,28955201.0
2010,,39957651.0,10515736.0,29441915.0
2011,,40080530.0,10604661.0,29475869.0
2012,,42327023.0,11101026.0,31225997.0
2013,,40985806.0,10404921.0,30580885.0
2014,,40828201.0,10456567.0,30371634.0
2015,,40517709.0,10712627.0,29805082.0
2016,start of forecast,40963384.0,10710851.0,30252534.0
2017,,40995883.0,10743350.0,30252534.0
2018,,41024637.0,10772103.0,30252534.0
2019,,41050964.0,10798430.0,30252534.0
2020,,41088084.0,10835551.0,30252534.0
2021,,41114549.0,10862015.0,30252534.0
2022,,41137695.0,10885161.0,30252534.0
2023,,41158814.0,10906281.0,30252534.0
2024,,41180670.0,10928136.0,30252534.0
2025,,41203046.0,10950513.0,30252534.0
2026,,41226463.0,10973930.0,30252534.0
2027,,41260842.0,11008309.0,30252534.0
2028,,41282134.0,11029600.0,30252534.0
2029,,41306918.0,11054384.0,30252534.0
2030,,41332027.0,11079493.0,30252534.0
2031,,41356545.0,11104012.0,30252534.0
2032,,41380092.0,11127558.0,30252534.0
2033,,41399744.0,11147211.0,30252534.0
2034,,41419609.0,11167076.0,30252534.0
2035,,41445302.0,11192768.0,30252534.0
2036,,41472229.0,11219695.0,30252534.0
2037,,41501749.0,11249215.0,30252534.0
2038,,41534808.0,11282275.0,30252534.0
2039,,41562312.0,11309778.0,30252534.0
2040,,41589412.0,11336878.0,30252534.0
