year,Base case cost,Modeled residential energy efficiency
2017,493932.814418,486968.649887
2018,512133.667774,504285.597597
2019,546693.822754,537689.875964
2020,558126.34607,548578.457343
2021,566700.738556,556744.893378
2022,572417.000214,562189.184068
2023,576704.196457,566272.402085
2024,580276.859993,569675.083766
2025,583849.523529,573077.765447
2026,588851.25248,577841.519801
2027,593138.448723,581924.737818
2028,596711.112259,585327.4195
2029,600998.308503,589410.637517
2030,603856.439332,592132.782862
2031,621607.729999,609612.102562
2032,626710.958151,614477.356116
2033,631814.186302,619342.609671
2034,637646.447047,624902.899447
2035,640562.577419,627683.044336
2036,646394.838164,633243.334112
