year,Base case cost,Modeled residential ashp
2017,304627.305715,544946.935542
2018,326203.874285,565734.473937
2019,362832.978776,601331.769739
2020,376426.072039,614439.305971
2021,386620.891986,624269.958146
2022,393417.438618,630823.726262
2023,398514.848591,635739.052349
2024,402762.690236,639835.157422
2025,407010.531881,643931.262495
2026,412957.510183,649665.809597
2027,418054.920157,654581.135684
2028,422302.761802,658677.240757
2029,427400.171775,663592.566844
2030,430798.445091,666869.450902
2031,447742.210486,683570.437782
