year,Base case cost,Modeled non-residential ashp
2017,304627.305715,378602.29071
2018,326203.874285,400058.914281
2019,362832.978776,436531.167619
2020,376426.072039,450050.448575
2021,386620.891986,460189.909292
2022,393417.438618,466949.54977
2023,398514.848591,472019.280128
2024,402762.690236,476244.055427
2025,407010.531881,480468.830726
2026,412957.510183,486383.516144
2027,418054.920157,491453.246502
2028,422302.761802,495678.021801
2029,427400.171775,500747.752159
2030,430798.445091,504127.572398
2031,447742.210486,521034.43164
