year,Base case cost,Modeled non-residential ashp
2017,342184.48377,425406.155653
2018,364156.440331,447902.023867
2019,392406.098767,476825.283
2020,405589.272704,490322.803928
2021,415005.825517,499963.890305
2022,421283.527391,506391.281224
2023,426305.688891,511533.193958
2024,440924.04626,526241.364753
2025,445429.318404,530851.419228
2026,451221.811161,536778.632124
2027,455727.083305,541388.686599
2028,459588.745143,545340.161863
2029,464737.627593,550608.795548
2030,479472.70036,565418.712836
2031,484748.303761,570814.067472
