year,Base case cost,Modeled residential ashp
2017,341714.615144,497680.851273
2018,367369.48514,516503.189733
2019,404151.811978,543993.273684
2020,430224.212558,565692.854082
2021,446159.601876,578621.929524
2022,459742.823632,590018.741189
2023,471749.452727,600385.562716
2024,483005.949781,610275.553463
2025,494389.661129,620292.758503
2026,511236.458568,635226.447113
2027,530914.303089,653264.484066
2028,542813.232329,663796.906999
2029,559412.394188,678756.26129
2030,570605.716389,688856.378445
2031,588610.163907,704947.717133
