year,Base case cost,Modeled non-residential ashp
2017,266156.5656,322011.152676
2018,290362.061244,343026.699411
2019,324249.755145,372448.46484
2020,340386.752241,386458.829331
2021,351682.650209,396266.084474
2022,359751.148757,403271.266719
2023,366205.947595,408875.412515
2024,371047.046724,413078.521862
2025,376694.995708,417982.149433
2026,383956.644401,424286.813454
2027,389604.593384,429190.441025
2028,394445.692513,433393.550372
2029,401707.341206,439698.214393
2030,405741.59048,443200.805515
2031,413003.239174,449505.469536
