year,Base case cost,Modeled transmission and interties
2021,182347.556436,2460890.23485
2022,188081.756324,2473251.50741
2023,192433.579418,2481012.56311
2024,195869.893336,2488214.49034
2025,199634.276392,2495946.58218
2026,204782.438247,2507250.04412
2027,208530.698247,2514948.1349
2028,211958.600136,2522132.43196
2029,217100.45297,2531369.38532
2030,219687.151941,2536977.04085
2031,224822.695753,2548252.79823
2032,229675.735585,2557926.72812
2033,234516.157373,2568598.02229
2034,239912.474089,2579241.6119
2035,243591.334848,2585777.37031
2036,248961.714474,2596370.58799
2037,252052.434194,2602866.04885
2038,257397.577732,2614425.14836
2039,261598.685303,2622909.04131
2040,267481.497706,2634411.47239
