year,Base case cost,Modeled non-residential ashp
2017,764538.875525,1122155.03373
2018,816856.850656,1169647.21378
2019,886614.15083,1234268.23215
2020,920039.52383,1263465.11066
2021,941838.680135,1281380.9421
2022,959278.005178,1295115.30408
2023,970904.221874,1303246.03844
2024,979623.884396,1308611.92086
2025,991250.101091,1316892.36313
2026,1004329.59487,1326665.33491
2027,1015955.81157,1335088.54977
2028,1026128.75118,1342160.35444
2029,1039208.24496,1352140.02459
2030,1046474.6304,1356504.20311
2031,1061007.40127,1368034.02091
