year,Base case cost,Modeled residential ashp
2017,1097540.35693,2274678.93313
2018,1183719.0092,2340826.21661
2019,1284805.31603,2421033.03104
2020,1333242.50472,2451529.36813
2021,1364831.97561,2466363.87544
2022,1390103.55232,2475544.87969
2023,1406951.27012,2477060.6453
2024,1419587.05848,2474909.76403
2025,1436434.77628,2477097.77329
2026,1455388.45882,2481613.51142
2027,1486008.25188,2498214.69746
2028,1500887.90711,2499487.65919
2029,1520018.8924,2505108.8519
2030,1530647.21757,2502932.73097
2031,1551903.86789,2511160.0796
