year,Base case cost,Modeled non-residential ashp
2017,237781.775032,283541.571426
2018,258393.845295,302258.775961
2019,287535.048081,328721.030649
2020,301039.507909,340984.026724
2021,310990.162519,350019.918568
2022,318097.772954,356474.127028
2023,323073.100259,360992.072951
2024,327337.666521,364864.598027
2025,332312.993826,369382.543949
2026,338709.843218,375191.331564
2027,343685.170523,379709.277486
2028,347949.736784,383581.802562
2029,353635.825132,388745.16933
2030,357189.63035,391972.273561
2031,363586.479742,397781.061175
