year,Base case cost,Modeled non-residential ashp
2017,2197114.89659,2404640.58365
2018,2326367.07162,2518591.78281
2019,2507599.45114,2681466.35079
2020,2594939.70617,2757031.89234
2021,2663004.2212,2814900.78158
2022,2723230.86116,2866150.18691
2023,2762039.21663,2897196.25647
2024,2801102.47166,2928637.29811
2025,2847307.78161,2967357.1843
2026,2897237.79708,3009221.01664
2027,2942336.40255,3046741.06314
2028,2977323.26802,3074991.10788
2029,3030166.1071,3120507.19264
2030,3072891.22662,3156741.39441
2031,3124553.53121,3200959.91283
