year,Base case cost,Modeled residential ashp
2017,2197114.89659,2653452.23354
2018,2326367.07162,2746450.94
2019,2507599.45114,2884049.62114
2020,2594939.70617,2943604.8023
2021,2663004.2212,2987675.46669
2022,2723230.86116,3026830.66262
2023,2762039.21663,3047482.00088
2024,2801102.47166,3068712.93685
2025,2847307.78161,3097403.01594
2026,2897237.79708,3128406.16635
2027,2942336.40255,3155740.95074
2028,2977323.26802,3174980.5971
2029,3030166.1071,3210643.31637
2030,3072891.22662,3238191.23756
2031,3124553.53121,3272369.43799
