year,Base case cost,Modeled non-residential ashp
2017,677371.12541,734089.558627
2018,716828.472329,771282.850227
2019,769438.268221,820873.905694
2020,793112.676373,843189.880655
2021,810210.860038,859306.973681
2022,823363.309011,871704.737548
2023,832570.023292,880383.172255
2024,839146.247779,886582.054188
2025,847037.717162,894020.712508
2026,857559.676341,903938.923602
2027,866766.390622,912617.358309
2028,873342.615109,918816.240242
2029,883864.574287,928734.451336
2030,889125.553876,933693.556882
2031,899647.513055,943611.767976
