year,Base case cost,Modeled residential ashp
2017,401464.350867,677383.409746
2018,433364.755966,690459.565504
2019,497117.758662,730871.990475
2020,529613.317388,749028.393884
2021,548795.233369,756341.76763
2022,571795.281457,769474.372487
2023,594514.583563,783391.645388
2024,625192.772483,806330.103818
2025,660194.810079,832786.677612
2026,693227.831596,857398.025923
2027,718252.38238,874121.792705
2028,738779.590467,886932.520183
2029,870524.508986,1010609.99957
2030,995310.97873,1128374.11201
2031,1112768.73701,1237520.71872
