year,Base case cost,Modeled non-residential ashp
2017,401464.350867,493515.939628
2018,433364.755966,521132.224953
2019,497117.758662,579469.437032
2020,529613.317388,608777.282075
2021,548795.233369,625376.687835
2022,571795.281457,646282.948578
2023,594514.583563,667164.84456
2024,625192.772483,696261.43129
2025,660194.810079,729473.605854
2026,693227.831596,760739.703471
2027,718252.38238,784019.731842
2028,738779.590467,802940.169241
2029,870524.508986,932983.805537
2030,995310.97873,1056321.6066
2031,1112768.73701,1172003.44445
