year,Base case cost,Modeled residential ashp
2017,327458.145199,293464.988238
2018,352334.116005,315011.885192
2019,393445.336729,351628.856215
2020,409296.126718,365398.975046
2021,428112.881882,382800.873823
2022,436513.012959,390119.055897
2023,441682.324391,394622.552558
2024,455241.691347,407516.104744
2025,460508.061414,412116.66004
2026,467749.320256,418442.423573
2027,473673.986581,423618.048281
2028,487096.747443,436458.221219
2029,493801.033321,442330.238634
2030,497823.604848,445853.449082
2031,504527.890725,451725.466497
