year,Base case cost,Modeled non-residential ashp
2017,327458.145199,343772.141718
2018,352334.116005,367561.25853
2019,393445.336729,407205.226363
2020,409296.126718,422376.732606
2021,428112.881882,440731.574823
2022,436513.012959,448778.478351
2023,441682.324391,453730.418984
2024,455241.691347,467072.415141
2025,460508.061414,472121.41441
2026,467749.320256,479063.788403
2027,473673.986581,484743.91258
2028,487096.747443,497976.473993
2029,493801.033321,504409.046373
2030,497823.604848,508268.5898
2031,504527.890725,514701.16218
