year,Base case cost,Modeled residential ashp
2017,135716.178961,306855.840668
2018,146213.328685,313401.817865
2019,168893.394665,331842.775331
2020,176643.05789,336045.092078
2021,181537.582031,337689.832708
2022,185616.352149,338651.21119
2023,188471.491231,338552.49378
2024,190510.87629,337767.311973
2025,193366.015373,337794.825891
2026,196629.031467,338258.409557
2027,199484.17055,338406.307054
2028,201523.555609,337861.960121
2029,214373.116008,348086.372872
2030,216507.96951,347749.610324
2031,219923.735114,348649.716504
