year,Base case cost,Modeled non-residential ashp
2017,5935.17658149,9265.3534372
2018,6394.24076744,9677.94208302
2019,7040.33110323,10276.1405036
2020,7363.37627112,10556.3168855
2021,7567.40479821,10719.8932084
2022,7737.42857078,10850.7830847
2023,7856.44521159,10932.1787309
2024,7941.45709787,10980.8468157
2025,8060.47373868,11063.915432
2026,8196.49275674,11164.5782244
2027,8315.50939754,11249.2423094
2028,8400.52128383,11301.1022291
2029,8536.54030189,11404.0748541
2030,8621.55218817,11457.4206698
2031,8757.57120623,11561.844365
