year,Base case cost,Modeled non-residential ashp
2017,79039.5378853,155749.567154
2018,83840.0455878,156049.108712
2019,90526.4670305,157533.479821
2020,93783.9544,157031.526191
2021,95841.3148439,155871.121048
2022,97555.7818805,154562.170921
2023,98584.4621024,152898.86472
2024,99613.1423244,151288.921023
2025,100641.822546,149731.089283
2026,102013.396176,148428.647958
2027,103213.523101,147073.654548
2028,104070.75662,145562.694297
2029,105442.330249,144405.879368
2030,106128.117063,142886.349513
2031,107499.690693,141821.019177
