year,Base case cost,Modeled transmission and interties
2021,637340.389069,1825990.32001
2022,661519.195356,1837276.10075
2023,676721.48497,1840371.90991
2024,693165.847104,1843494.28474
2025,712604.436175,1851473.06591
2026,733916.921258,1861401.05737
2027,754092.124057,1870630.99024
2028,771118.996631,1877087.6323
2029,793146.520982,1887900.31288
2030,807941.977908,1892673.26236
2031,831040.520129,1906347.77391
2032,855049.812797,1922393.69793
2033,880127.041269,1937690.04369
2034,908050.557517,1958980.70216
2035,928762.039768,1970626.16159
2036,953973.338102,1989259.08493
2037,974469.075746,2001180.59671
2038,1000931.6928,2021843.58498
2039,1027677.85991,2042405.32821
2040,1059953.25308,2070149.73847
