year,Base case cost,Modeled non-residential ashp
2017,56315.2408184,148987.412223
2018,59658.0385841,149331.33832
2019,64157.9586531,150466.001966
2020,66343.6341153,150145.976289
2021,67886.4638532,149450.937158
2022,68915.0170119,148463.059524
2023,69686.4318809,147347.667686
2024,70329.277605,146186.980502
2025,71100.692474,145146.365364
2026,72000.6764878,144224.956422
2027,72772.0913568,143255.654018
2028,73414.937081,142237.632307
2029,74314.9210948,141419.465999
2030,74829.1976741,140384.732447
2031,75729.1816879,139631.424644
