year,Base case cost,Modeled transmission and interties
2021,335855.85484,1940312.28142
2022,348970.769375,1954372.3306
2023,358720.682688,1966452.71588
2024,368595.006258,1976847.70751
2025,378593.740083,1988295.4056
2026,390550.454374,2001946.53807
2027,401420.059995,2014357.98816
2028,410553.846324,2024816.01533
2029,421999.589918,2038857.97371
2030,430399.503841,2048498.48216
2031,442713.897619,2062544.19265
2032,456141.31887,2076851.55082
2033,468400.912892,2090810.94637
2034,481775.015462,2106024.56612
2035,491710.803622,2117385.13468
2036,505358.904971,2132907.1019
2037,515138.439774,2144075.53611
2038,529053.134529,2159897.51709
2039,539666.514265,2173032.09675
2040,554873.446506,2190315.90427
