year,Base case cost,Modeled residential ashp
2017,342410.90055,453640.988531
2018,372211.834429,479146.989962
2019,410803.800386,512012.37932
2020,441402.293167,539877.73327
2021,459773.420525,556426.768075
2022,476191.801752,571413.505153
2023,497904.244155,592214.901279
2024,511740.768192,605140.379038
2025,525760.448493,618249.013063
2026,541640.150071,632957.369427
2027,565460.036244,655736.059855
2028,579282.330968,668777.45777
2029,595043.14251,683497.073567
2030,608301.739125,696104.922842
2031,625358.873835,711990.712339
