year,Base case cost,Modeled non-residential ashp
2017,73587.0933302,145377.616858
2018,78983.4816997,148868.222575
2019,86421.7467495,154287.288668
2020,89776.2584386,155954.941025
2021,92255.6801219,156845.105346
2022,94005.8601336,157092.204697
2023,95172.6468081,156830.680752
2024,96193.5851482,156465.423754
2025,97360.3718227,156266.126557
2026,98818.8551658,156367.28395
2027,99985.6418403,156227.330903
2028,101006.58018,155980.795492
2029,102319.215189,156032.652743
2030,103194.305195,155706.170548
2031,104652.788538,155947.216267
