year,Base case cost,Modeled non-residential ashp
2017,794216.241214,1031621.58193
2018,837762.989345,1068224.82762
2019,896986.566803,1119660.62554
2020,926598.355532,1143369.32057
2021,945758.92471,1157353.60136
2022,959693.884112,1166521.66206
2023,970145.103663,1172508.11263
2024,977112.583364,1175310.79619
2025,987563.802916,1181474.88078
2026,999756.892392,1189361.49085
2027,1010208.11194,1195694.98046
2028,1018917.46157,1200473.38793
2029,1029368.68112,1206968.43473
2030,1036336.16082,1210267.79431
2031,1048529.2503,1218553.73268
