year,Base case cost,Modeled residential ashp
2017,510829.810844,964881.074181
2018,538838.526803,978175.736145
2019,583834.67863,1006494.79326
2020,603108.533776,1013383.47233
2021,622859.56124,1022388.22826
2022,632036.871094,1021731.33878
2023,646387.268566,1026914.40179
2024,651029.55368,1023051.87324
2025,665594.471899,1028807.22006
2026,673812.323674,1028147.35892
2027,688631.98528,1034498.63859
2028,694568.917139,1032372.56854
2029,701693.235369,1031353.88841
2030,714419.682711,1036575.85034
2031,722825.24014,1036907.96034
