year,annotation,Maximum expected generation solar [kWh/year],Generation total [kWh/year],generation diesel [kWh/year]
2003,,20895.18,1298869.0,1298869.0
2004,,20895.18,1445235.0,1445235.0
2005,,20895.18,1407455.0,1407455.0
2006,,20895.18,1335217.0,1335217.0
2007,,20895.18,1311507.0,1311507.0
2008,,20895.18,1360444.0,1360444.0
2009,,20895.18,1308220.0,1308220.0
2010,,20895.18,1385532.0,1385532.0
2011,,20895.18,1333049.0,1333049.0
2012,,20895.18,1339697.0,1339697.0
2013,,20895.18,1319007.0,1319007.0
2014,,20895.18,1260360.0,1260360.0
2015,,20895.18,1252986.0,1252986.0
2016,start of forecast,20895.18,1311000.0,1311000.0
2017,,20895.18,1308000.0,1308000.0
2018,,20895.18,1305000.0,1305000.0
2019,,20895.18,1302000.0,1302000.0
2020,,20895.18,1298000.0,1298000.0
2021,,20895.18,1295000.0,1295000.0
2022,,20895.18,1292000.0,1292000.0
2023,,20895.18,1289000.0,1289000.0
2024,,20895.18,1287000.0,1287000.0
2025,,20895.18,1284000.0,1284000.0
2026,,20895.18,1282000.0,1282000.0
2027,,20895.18,1280000.0,1280000.0
2028,,20895.18,1278000.0,1278000.0
2029,,20895.18,1275000.0,1275000.0
2030,,20895.18,1273000.0,1273000.0
2031,,20895.18,1272000.0,1272000.0
2032,,20895.18,1272000.0,1272000.0
2033,,20895.18,1272000.0,1272000.0
2034,,20895.18,1273000.0,1273000.0
2035,,20895.18,1273000.0,1273000.0
2036,,20895.18,1274000.0,1274000.0
2037,,20895.18,1275000.0,1275000.0
2038,,20895.18,1276000.0,1276000.0
2039,,20895.18,1278000.0,1278000.0
2040,,20895.18,1280000.0,1280000.0
