year,Base case cost,Modeled non-residential ashp
2017,18718.7442061,164547.724159
2018,20499.930533,165808.404985
2019,22980.8686312,167905.40264
2020,24125.9169842,168461.203313
2021,24952.8963503,168663.899416
2022,25589.0343242,168661.628271
2023,26034.3309059,168453.970794
2024,26416.0136903,168189.084099
2025,26861.310272,168015.135016
2026,27370.2206511,167931.733231
2027,27815.5172329,167789.931031
2028,28197.2000172,167589.356135
2029,28642.4965989,167478.211585
2030,28960.5655859,167233.292556
2031,29533.0897624,167299.951892
