year,Base case cost,Modeled residential ashp
2017,791586.270896,1038995.2853
2018,859077.932932,1094222.3808
2019,953343.561895,1171506.30226
2020,1014391.98606,1224535.58677
2021,1059380.39503,1264335.14067
2022,1107211.87677,1307921.19553
2023,1149700.55804,1347579.59222
2024,1190685.32881,1386205.7925
2025,1234448.31578,1427138.49489
2026,1281155.73273,1470543.91316
2027,1326303.83458,1512861.73043
2028,1376075.94269,1560275.26805
2029,1425021.7053,1605919.03198
2030,1473677.73507,1652688.20536
2031,1524086.17899,1699794.6506
