year,Base case cost,Modeled non-residential ashp
2017,791586.270896,1005622.66442
2018,859077.932932,1067914.68507
2019,953343.561895,1154980.81056
2020,1014391.98606,1212629.4692
2021,1059380.39503,1255418.02989
2022,1107211.87677,1301449.63576
2023,1149700.55804,1342738.39979
2024,1190685.32881,1382723.23952
2025,1234448.31578,1425286.30924
2026,1281155.73273,1470593.82275
2027,1326303.83458,1514542.00736
2028,1376075.94269,1563314.18443
2029,1425021.7053,1610860.04359
2030,1473677.73507,1658716.12852
2031,1524086.17899,1707724.669
